customer_id,quarter_start,quarter_label,active_last_quarter,active_this_quarter,churned
C-0020,2026-01-01,2026-Q1,1,1,0
C-0020,2026-04-01,2026-Q2,1,1,0
C-0021,2025-07-01,2025-Q3,0,0,0
C-0021,2025-10-01,2025-Q4,0,1,0
C-0021,2026-01-01,2026-Q1,1,1,0
C-0021,2026-04-01,2026-Q2,1,1,0
C-0022,2025-07-01,2025-Q3,0,1,0
C-0022,2025-10-01,2025-Q4,1,1,0
C-0022,2026-01-01,2026-Q1,1,1,0
C-0022,2026-04-01,2026-Q2,1,1,0
C-0023,2025-07-01,2025-Q3,0,1,0
C-0023,2025-10-01,2025-Q4,1,1,0
C-0023,2026-01-01,2026-Q1,1,1,0
C-0023,2026-04-01,2026-Q2,1,1,0
C-0024,2025-07-01,2025-Q3,0,1,0
C-0024,2025-10-01,2025-Q4,1,1,0
C-0024,2026-01-01,2026-Q1,1,1,0
C-0024,2026-04-01,2026-Q2,1,1,0
C-0025,2025-07-01,2025-Q3,0,1,0
C-0025,2025-10-01,2025-Q4,1,1,0
C-0025,2026-01-01,2026-Q1,1,0,1
C-0025,2026-04-01,2026-Q2,0,0,0
C-0026,2025-07-01,2025-Q3,0,1,0
C-0026,2025-10-01,2025-Q4,1,1,0
C-0026,2026-01-01,2026-Q1,1,1,0
C-0026,2026-04-01,2026-Q2,1,1,0
C-0027,2025-07-01,2025-Q3,0,0,0
C-0027,2025-10-01,2025-Q4,0,0,0
C-0027,2026-01-01,2026-Q1,0,1,0
C-0027,2026-04-01,2026-Q2,1,1,0
C-0028,2025-07-01,2025-Q3,0,1,0
C-0028,2025-10-01,2025-Q4,1,1,0
C-0028,2026-01-01,2026-Q1,1,1,0
C-0028,2026-04-01,2026-Q2,1,1,0
C-0029,2025-07-01,2025-Q3,0,1,0
C-0029,2025-10-01,2025-Q4,1,1,0
C-0029,2026-01-01,2026-Q1,1,1,0
C-0029,2026-04-01,2026-Q2,1,1,0
C-0030,2025-07-01,2025-Q3,0,1,0
C-0030,2025-10-01,2025-Q4,1,1,0
C-0030,2026-01-01,2026-Q1,1,1,0
C-0030,2026-04-01,2026-Q2,1,1,0
C-0031,2025-07-01,2025-Q3,0,1,0
C-0031,2025-10-01,2025-Q4,1,1,0
C-0031,2026-01-01,2026-Q1,1,1,0
C-0031,2026-04-01,2026-Q2,1,1,0
C-0032,2025-07-01,2025-Q3,0,1,0
C-0032,2025-10-01,2025-Q4,1,1,0
C-0032,2026-01-01,2026-Q1,1,1,0
C-0032,2026-04-01,2026-Q2,1,1,0
C-0033,2025-07-01,2025-Q3,0,1,0
C-0033,2025-10-01,2025-Q4,1,0,1
C-0033,2026-01-01,2026-Q1,0,0,0
C-0033,2026-04-01,2026-Q2,0,0,0
C-0034,2025-07-01,2025-Q3,0,1,0
C-0034,2025-10-01,2025-Q4,1,1,0
C-0034,2026-01-01,2026-Q1,1,1,0
C-0034,2026-04-01,2026-Q2,1,1,0
C-0035,2025-07-01,2025-Q3,0,1,0
C-0035,2025-10-01,2025-Q4,1,1,0
C-0035,2026-01-01,2026-Q1,1,1,0
C-0035,2026-04-01,2026-Q2,1,1,0
C-0036,2025-07-01,2025-Q3,0,0,0
C-0036,2025-10-01,2025-Q4,0,0,0
C-0036,2026-01-01,2026-Q1,0,1,0
C-0036,2026-04-01,2026-Q2,1,1,0
C-0037,2025-07-01,2025-Q3,0,0,0
C-0037,2025-10-01,2025-Q4,0,0,0
C-0037,2026-01-01,2026-Q1,0,0,0
C-0037,2026-04-01,2026-Q2,0,0,0
C-0038,2025-07-01,2025-Q3,0,0,0
C-0038,2025-10-01,2025-Q4,0,0,0
C-0038,2026-01-01,2026-Q1,0,0,0
C-0038,2026-04-01,2026-Q2,0,1,0
C-0039,2025-07-01,2025-Q3,0,0,0
C-0039,2025-10-01,2025-Q4,0,1,0
C-0039,2026-01-01,2026-Q1,1,1,0
C-0039,2026-04-01,2026-Q2,1,1,0
C-0040,2025-07-01,2025-Q3,0,1,0
C-0040,2025-10-01,2025-Q4,1,1,0
C-0040,2026-01-01,2026-Q1,1,1,0
C-0040,2026-04-01,2026-Q2,1,1,0
C-0041,2025-07-01,2025-Q3,0,1,0
C-0041,2025-10-01,2025-Q4,1,1,0
C-0041,2026-01-01,2026-Q1,1,1,0
C-0041,2026-04-01,2026-Q2,1,1,0
C-0042,2025-07-01,2025-Q3,0,1,0
C-0042,2025-10-01,2025-Q4,1,1,0
C-0042,2026-01-01,2026-Q1,1,1,0
C-0042,2026-04-01,2026-Q2,1,1,0
C-0043,2025-07-01,2025-Q3,0,1,0
C-0043,2025-10-01,2025-Q4,1,1,0
C-0043,2026-01-01,2026-Q1,1,1,0
C-0043,2026-04-01,2026-Q2,1,1,0
C-0044,2025-07-01,2025-Q3,0,0,0
C-0044,2025-10-01,2025-Q4,0,1,0
C-0044,2026-01-01,2026-Q1,1,1,0
C-0044,2026-04-01,2026-Q2,1,1,0
C-0045,2025-07-01,2025-Q3,0,1,0
C-0045,2025-10-01,2025-Q4,1,1,0
C-0045,2026-01-01,2026-Q1,1,1,0
C-0045,2026-04-01,2026-Q2,1,0,1
C-0046,2025-07-01,2025-Q3,0,1,0
C-0046,2025-10-01,2025-Q4,1,1,0
C-0046,2026-01-01,2026-Q1,1,0,1
C-0046,2026-04-01,2026-Q2,0,0,0
C-0047,2025-07-01,2025-Q3,0,0,0
C-0047,2025-10-01,2025-Q4,0,0,0
C-0047,2026-01-01,2026-Q1,0,0,0
C-0047,2026-04-01,2026-Q2,0,1,0
C-0048,2025-07-01,2025-Q3,0,1,0
C-0048,2025-10-01,2025-Q4,1,1,0
C-0048,2026-01-01,2026-Q1,1,1,0
C-0048,2026-04-01,2026-Q2,1,1,0
C-0049,2025-07-01,2025-Q3,0,0,0
C-0049,2025-10-01,2025-Q4,0,0,0
C-0049,2026-01-01,2026-Q1,0,0,0
C-0049,2026-04-01,2026-Q2,0,1,0
C-0050,2025-07-01,2025-Q3,0,1,0
C-0050,2025-10-01,2025-Q4,1,1,0
C-0050,2026-01-01,2026-Q1,1,1,0
C-0050,2026-04-01,2026-Q2,1,1,0
C-0051,2025-07-01,2025-Q3,0,1,0
C-0051,2025-10-01,2025-Q4,1,1,0
C-0051,2026-01-01,2026-Q1,1,1,0
C-0051,2026-04-01,2026-Q2,1,1,0
C-0052,2025-07-01,2025-Q3,0,1,0
C-0052,2025-10-01,2025-Q4,1,1,0
C-0052,2026-01-01,2026-Q1,1,1,0
C-0052,2026-04-01,2026-Q2,1,1,0
C-0053,2025-07-01,2025-Q3,0,1,0
C-0053,2025-10-01,2025-Q4,1,1,0
C-0053,2026-01-01,2026-Q1,1,1,0
C-0053,2026-04-01,2026-Q2,1,1,0
C-0054,2025-07-01,2025-Q3,0,1,0
C-0054,2025-10-01,2025-Q4,1,1,0
C-0054,2026-01-01,2026-Q1,1,1,0
C-0054,2026-04-01,2026-Q2,1,1,0
C-0055,2025-07-01,2025-Q3,0,1,0
C-0055,2025-10-01,2025-Q4,1,1,0
C-0055,2026-01-01,2026-Q1,1,1,0
C-0055,2026-04-01,2026-Q2,1,1,0
C-0056,2025-07-01,2025-Q3,0,1,0
C-0056,2025-10-01,2025-Q4,1,1,0
C-0056,2026-01-01,2026-Q1,1,1,0
C-0056,2026-04-01,2026-Q2,1,1,0
C-0057,2025-07-01,2025-Q3,0,1,0
C-0057,2025-10-01,2025-Q4,1,1,0
C-0057,2026-01-01,2026-Q1,1,1,0
C-0057,2026-04-01,2026-Q2,1,0,1
C-0058,2025-07-01,2025-Q3,0,0,0
C-0058,2025-10-01,2025-Q4,0,0,0
C-0058,2026-01-01,2026-Q1,0,1,0
C-0058,2026-04-01,2026-Q2,1,1,0
C-0059,2025-07-01,2025-Q3,0,0,0
C-0059,2025-10-01,2025-Q4,0,1,0
C-0059,2026-01-01,2026-Q1,1,1,0
C-0059,2026-04-01,2026-Q2,1,1,0
C-0060,2025-07-01,2025-Q3,0,1,0
C-0060,2025-10-01,2025-Q4,1,1,0
C-0060,2026-01-01,2026-Q1,1,1,0
C-0060,2026-04-01,2026-Q2,1,1,0
C-0061,2025-07-01,2025-Q3,0,0,0
C-0061,2025-10-01,2025-Q4,0,1,0
C-0061,2026-01-01,2026-Q1,1,1,0
C-0061,2026-04-01,2026-Q2,1,1,0
C-0062,2025-07-01,2025-Q3,0,1,0
C-0062,2025-10-01,2025-Q4,1,1,0
C-0062,2026-01-01,2026-Q1,1,1,0
C-0062,2026-04-01,2026-Q2,1,1,0
C-0063,2025-07-01,2025-Q3,0,1,0
C-0063,2025-10-01,2025-Q4,1,1,0
C-0063,2026-01-01,2026-Q1,1,1,0
C-0063,2026-04-01,2026-Q2,1,1,0
C-0064,2025-07-01,2025-Q3,0,1,0
C-0064,2025-10-01,2025-Q4,1,1,0
C-0064,2026-01-01,2026-Q1,1,1,0
C-0064,2026-04-01,2026-Q2,1,1,0
C-0065,2025-07-01,2025-Q3,0,1,0
C-0065,2025-10-01,2025-Q4,1,1,0
C-0065,2026-01-01,2026-Q1,1,1,0
C-0065,2026-04-01,2026-Q2,1,1,0
C-0066,2025-07-01,2025-Q3,0,0,0
C-0066,2025-10-01,2025-Q4,0,1,0
C-0066,2026-01-01,2026-Q1,1,1,0
C-0066,2026-04-01,2026-Q2,1,1,0
C-0067,2025-07-01,2025-Q3,0,1,0
C-0067,2025-10-01,2025-Q4,1,1,0
C-0067,2026-01-01,2026-Q1,1,1,0
C-0067,2026-04-01,2026-Q2,1,1,0
C-0068,2025-07-01,2025-Q3,0,1,0
C-0068,2025-10-01,2025-Q4,1,1,0
C-0068,2026-01-01,2026-Q1,1,1,0
C-0068,2026-04-01,2026-Q2,1,1,0
C-0069,2025-07-01,2025-Q3,0,0,0
C-0069,2025-10-01,2025-Q4,0,0,0
C-0069,2026-01-01,2026-Q1,0,1,0
C-0069,2026-04-01,2026-Q2,1,1,0
C-0070,2025-07-01,2025-Q3,0,1,0
C-0070,2025-10-01,2025-Q4,1,1,0
C-0070,2026-01-01,2026-Q1,1,1,0
C-0070,2026-04-01,2026-Q2,1,1,0
C-0071,2025-07-01,2025-Q3,0,1,0
C-0071,2025-10-01,2025-Q4,1,0,1
C-0071,2026-01-01,2026-Q1,0,1,0
C-0071,2026-04-01,2026-Q2,1,0,1
C-0072,2025-07-01,2025-Q3,0,1,0
C-0072,2025-10-01,2025-Q4,1,1,0
C-0072,2026-01-01,2026-Q1,1,1,0
C-0072,2026-04-01,2026-Q2,1,1,0
C-0073,2025-07-01,2025-Q3,0,0,0
C-0073,2025-10-01,2025-Q4,0,0,0
C-0073,2026-01-01,2026-Q1,0,0,0
C-0073,2026-04-01,2026-Q2,0,1,0
C-0074,2025-07-01,2025-Q3,0,1,0
C-0074,2025-10-01,2025-Q4,1,1,0
C-0074,2026-01-01,2026-Q1,1,1,0
C-0074,2026-04-01,2026-Q2,1,1,0
C-0075,2025-07-01,2025-Q3,0,0,0
C-0075,2025-10-01,2025-Q4,0,0,0
C-0075,2026-01-01,2026-Q1,0,0,0
C-0075,2026-04-01,2026-Q2,0,1,0
C-0076,2025-07-01,2025-Q3,0,0,0
C-0076,2025-10-01,2025-Q4,0,1,0
C-0076,2026-01-01,2026-Q1,1,1,0
C-0076,2026-04-01,2026-Q2,1,1,0
C-0077,2025-07-01,2025-Q3,0,1,0
C-0077,2025-10-01,2025-Q4,1,1,0
C-0077,2026-01-01,2026-Q1,1,1,0
C-0077,2026-04-01,2026-Q2,1,1,0
C-0078,2025-07-01,2025-Q3,0,0,0
C-0078,2025-10-01,2025-Q4,0,1,0
C-0078,2026-01-01,2026-Q1,1,0,1
C-0078,2026-04-01,2026-Q2,0,1,0
C-0079,2025-07-01,2025-Q3,0,1,0
C-0079,2025-10-01,2025-Q4,1,1,0
C-0079,2026-01-01,2026-Q1,1,1,0
C-0079,2026-04-01,2026-Q2,1,1,0
C-0080,2025-07-01,2025-Q3,0,1,0
C-0080,2025-10-01,2025-Q4,1,1,0
C-0080,2026-01-01,2026-Q1,1,1,0
C-0080,2026-04-01,2026-Q2,1,1,0
C-0081,2025-07-01,2025-Q3,0,1,0
C-0081,2025-10-01,2025-Q4,1,1,0
C-0081,2026-01-01,2026-Q1,1,1,0
C-0081,2026-04-01,2026-Q2,1,1,0
C-0082,2025-07-01,2025-Q3,0,1,0
C-0082,2025-10-01,2025-Q4,1,0,1
C-0082,2026-01-01,2026-Q1,0,1,0
C-0082,2026-04-01,2026-Q2,1,1,0
C-0083,2025-07-01,2025-Q3,0,0,0
C-0083,2025-10-01,2025-Q4,0,0,0
C-0083,2026-01-01,2026-Q1,0,1,0
C-0083,2026-04-01,2026-Q2,1,1,0
C-0084,2025-07-01,2025-Q3,0,0,0
C-0084,2025-10-01,2025-Q4,0,0,0
C-0084,2026-01-01,2026-Q1,0,0,0
C-0084,2026-04-01,2026-Q2,0,1,0
C-0085,2025-07-01,2025-Q3,0,1,0
C-0085,2025-10-01,2025-Q4,1,1,0
C-0085,2026-01-01,2026-Q1,1,1,0
C-0085,2026-04-01,2026-Q2,1,1,0
C-0086,2025-07-01,2025-Q3,0,1,0
C-0086,2025-10-01,2025-Q4,1,1,0
C-0086,2026-01-01,2026-Q1,1,1,0
C-0086,2026-04-01,2026-Q2,1,1,0
C-0087,2025-07-01,2025-Q3,0,0,0
C-0087,2025-10-01,2025-Q4,0,0,0
C-0087,2026-01-01,2026-Q1,0,1,0
C-0087,2026-04-01,2026-Q2,1,1,0
C-0088,2025-07-01,2025-Q3,0,0,0
C-0088,2025-10-01,2025-Q4,0,0,0
C-0088,2026-01-01,2026-Q1,0,0,0
C-0088,2026-04-01,2026-Q2,0,1,0
C-0089,2025-07-01,2025-Q3,0,1,0
C-0089,2025-10-01,2025-Q4,1,1,0
C-0089,2026-01-01,2026-Q1,1,1,0
C-0089,2026-04-01,2026-Q2,1,1,0
C-0090,2025-07-01,2025-Q3,0,1,0
C-0090,2025-10-01,2025-Q4,1,1,0
C-0090,2026-01-01,2026-Q1,1,1,0
C-0090,2026-04-01,2026-Q2,1,1,0
C-0091,2025-07-01,2025-Q3,0,1,0
C-0091,2025-10-01,2025-Q4,1,1,0
C-0091,2026-01-01,2026-Q1,1,1,0
C-0091,2026-04-01,2026-Q2,1,1,0
C-0092,2025-07-01,2025-Q3,0,0,0
C-0092,2025-10-01,2025-Q4,0,0,0
C-0092,2026-01-01,2026-Q1,0,0,0
C-0092,2026-04-01,2026-Q2,0,0,0
C-0093,2025-07-01,2025-Q3,0,1,0
C-0093,2025-10-01,2025-Q4,1,1,0
C-0093,2026-01-01,2026-Q1,1,1,0
C-0093,2026-04-01,2026-Q2,1,1,0
C-0094,2025-07-01,2025-Q3,0,1,0
C-0094,2025-10-01,2025-Q4,1,1,0
C-0094,2026-01-01,2026-Q1,1,0,1
C-0094,2026-04-01,2026-Q2,0,0,0
C-0095,2025-07-01,2025-Q3,0,1,0
C-0095,2025-10-01,2025-Q4,1,1,0
C-0095,2026-01-01,2026-Q1,1,1,0
C-0095,2026-04-01,2026-Q2,1,1,0
C-0096,2025-07-01,2025-Q3,0,1,0
C-0096,2025-10-01,2025-Q4,1,1,0
C-0096,2026-01-01,2026-Q1,1,1,0
C-0096,2026-04-01,2026-Q2,1,1,0
C-0097,2025-07-01,2025-Q3,0,0,0
C-0097,2025-10-01,2025-Q4,0,0,0
C-0097,2026-01-01,2026-Q1,0,1,0
C-0097,2026-04-01,2026-Q2,1,1,0
C-0098,2025-07-01,2025-Q3,0,0,0
C-0098,2025-10-01,2025-Q4,0,0,0
C-0098,2026-01-01,2026-Q1,0,1,0
C-0098,2026-04-01,2026-Q2,1,1,0
C-0099,2025-07-01,2025-Q3,0,1,0
C-0099,2025-10-01,2025-Q4,1,1,0
C-0099,2026-01-01,2026-Q1,1,1,0
C-0099,2026-04-01,2026-Q2,1,1,0
C-0100,2025-07-01,2025-Q3,0,1,0
C-0100,2025-10-01,2025-Q4,1,1,0
C-0100,2026-01-01,2026-Q1,1,1,0
C-0100,2026-04-01,2026-Q2,1,1,0
C-0101,2025-07-01,2025-Q3,0,0,0
C-0101,2025-10-01,2025-Q4,0,1,0
C-0101,2026-01-01,2026-Q1,1,1,0
C-0101,2026-04-01,2026-Q2,1,0,1
C-0102,2025-07-01,2025-Q3,0,0,0
C-0102,2025-10-01,2025-Q4,0,1,0
C-0102,2026-01-01,2026-Q1,1,1,0
C-0102,2026-04-01,2026-Q2,1,1,0
C-0103,2025-07-01,2025-Q3,0,1,0
C-0103,2025-10-01,2025-Q4,1,1,0
C-0103,2026-01-01,2026-Q1,1,1,0
C-0103,2026-04-01,2026-Q2,1,1,0
C-0104,2025-07-01,2025-Q3,0,0,0
C-0104,2025-10-01,2025-Q4,0,0,0
C-0104,2026-01-01,2026-Q1,0,0,0
C-0104,2026-04-01,2026-Q2,0,0,0
C-0105,2025-07-01,2025-Q3,0,0,0
C-0105,2025-10-01,2025-Q4,0,1,0
C-0105,2026-01-01,2026-Q1,1,1,0
C-0105,2026-04-01,2026-Q2,1,1,0
C-0106,2025-07-01,2025-Q3,0,0,0
C-0106,2025-10-01,2025-Q4,0,0,0
C-0106,2026-01-01,2026-Q1,0,0,0
C-0106,2026-04-01,2026-Q2,0,1,0
C-0107,2025-07-01,2025-Q3,0,1,0
C-0107,2025-10-01,2025-Q4,1,1,0
C-0107,2026-01-01,2026-Q1,1,1,0
C-0107,2026-04-01,2026-Q2,1,1,0
C-0108,2025-07-01,2025-Q3,0,1,0
C-0108,2025-10-01,2025-Q4,1,1,0
C-0108,2026-01-01,2026-Q1,1,1,0
C-0108,2026-04-01,2026-Q2,1,1,0
C-0109,2025-07-01,2025-Q3,0,1,0
C-0109,2025-10-01,2025-Q4,1,1,0
C-0109,2026-01-01,2026-Q1,1,1,0
C-0109,2026-04-01,2026-Q2,1,1,0
C-0110,2025-07-01,2025-Q3,0,1,0
C-0110,2025-10-01,2025-Q4,1,1,0
C-0110,2026-01-01,2026-Q1,1,1,0
C-0110,2026-04-01,2026-Q2,1,1,0
C-0111,2025-07-01,2025-Q3,0,1,0
C-0111,2025-10-01,2025-Q4,1,1,0
C-0111,2026-01-01,2026-Q1,1,1,0
C-0111,2026-04-01,2026-Q2,1,1,0
C-0112,2025-07-01,2025-Q3,0,1,0
C-0112,2025-10-01,2025-Q4,1,1,0
C-0112,2026-01-01,2026-Q1,1,1,0
C-0112,2026-04-01,2026-Q2,1,1,0
C-0113,2025-07-01,2025-Q3,0,1,0
C-0113,2025-10-01,2025-Q4,1,1,0
C-0113,2026-01-01,2026-Q1,1,1,0
C-0113,2026-04-01,2026-Q2,1,0,1
C-0114,2025-07-01,2025-Q3,0,1,0
C-0114,2025-10-01,2025-Q4,1,1,0
C-0114,2026-01-01,2026-Q1,1,1,0
C-0114,2026-04-01,2026-Q2,1,1,0
C-0115,2025-07-01,2025-Q3,0,1,0
C-0115,2025-10-01,2025-Q4,1,1,0
C-0115,2026-01-01,2026-Q1,1,1,0
C-0115,2026-04-01,2026-Q2,1,1,0
C-0116,2025-07-01,2025-Q3,0,1,0
C-0116,2025-10-01,2025-Q4,1,1,0
C-0116,2026-01-01,2026-Q1,1,1,0
C-0116,2026-04-01,2026-Q2,1,0,1
C-0117,2025-07-01,2025-Q3,0,0,0
C-0117,2025-10-01,2025-Q4,0,1,0
C-0117,2026-01-01,2026-Q1,1,1,0
C-0117,2026-04-01,2026-Q2,1,1,0
C-0118,2025-07-01,2025-Q3,0,1,0
C-0118,2025-10-01,2025-Q4,1,1,0
C-0118,2026-01-01,2026-Q1,1,1,0
C-0118,2026-04-01,2026-Q2,1,1,0
C-0119,2025-07-01,2025-Q3,0,0,0
C-0119,2025-10-01,2025-Q4,0,0,0
C-0119,2026-01-01,2026-Q1,0,1,0
C-0119,2026-04-01,2026-Q2,1,0,1
C-0120,2025-07-01,2025-Q3,0,0,0
C-0120,2025-10-01,2025-Q4,0,1,0
C-0120,2026-01-01,2026-Q1,1,1,0
C-0120,2026-04-01,2026-Q2,1,1,0
C-0121,2025-07-01,2025-Q3,0,1,0
C-0121,2025-10-01,2025-Q4,1,0,1
C-0121,2026-01-01,2026-Q1,0,1,0
C-0121,2026-04-01,2026-Q2,1,1,0
C-0122,2025-07-01,2025-Q3,0,0,0
C-0122,2025-10-01,2025-Q4,0,0,0
C-0122,2026-01-01,2026-Q1,0,1,0
C-0122,2026-04-01,2026-Q2,1,1,0
C-0123,2025-07-01,2025-Q3,0,1,0
C-0123,2025-10-01,2025-Q4,1,1,0
C-0123,2026-01-01,2026-Q1,1,1,0
C-0123,2026-04-01,2026-Q2,1,1,0
C-0124,2025-07-01,2025-Q3,0,1,0
C-0124,2025-10-01,2025-Q4,1,1,0
C-0124,2026-01-01,2026-Q1,1,1,0
C-0124,2026-04-01,2026-Q2,1,1,0
C-0125,2025-07-01,2025-Q3,0,1,0
C-0125,2025-10-01,2025-Q4,1,1,0
C-0125,2026-01-01,2026-Q1,1,1,0
C-0125,2026-04-01,2026-Q2,1,1,0
C-0126,2025-07-01,2025-Q3,0,1,0
C-0126,2025-10-01,2025-Q4,1,1,0
C-0126,2026-01-01,2026-Q1,1,1,0
C-0126,2026-04-01,2026-Q2,1,1,0
C-0127,2025-07-01,2025-Q3,0,1,0
C-0127,2025-10-01,2025-Q4,1,1,0
C-0127,2026-01-01,2026-Q1,1,1,0
C-0127,2026-04-01,2026-Q2,1,1,0
C-0128,2025-07-01,2025-Q3,0,0,0
C-0128,2025-10-01,2025-Q4,0,0,0
C-0128,2026-01-01,2026-Q1,0,0,0
C-0128,2026-04-01,2026-Q2,0,0,0
C-0129,2025-07-01,2025-Q3,0,0,0
C-0129,2025-10-01,2025-Q4,0,0,0
C-0129,2026-01-01,2026-Q1,0,1,0
C-0129,2026-04-01,2026-Q2,1,1,0
C-0130,2025-07-01,2025-Q3,0,1,0
C-0130,2025-10-01,2025-Q4,1,1,0
C-0130,2026-01-01,2026-Q1,1,1,0
C-0130,2026-04-01,2026-Q2,1,1,0
C-0131,2025-07-01,2025-Q3,0,0,0
C-0131,2025-10-01,2025-Q4,0,1,0
C-0131,2026-01-01,2026-Q1,1,1,0
C-0131,2026-04-01,2026-Q2,1,1,0
C-0132,2025-07-01,2025-Q3,0,1,0
C-0132,2025-10-01,2025-Q4,1,1,0
C-0132,2026-01-01,2026-Q1,1,1,0
C-0132,2026-04-01,2026-Q2,1,1,0
C-0133,2025-07-01,2025-Q3,0,1,0
C-0133,2025-10-01,2025-Q4,1,1,0
C-0133,2026-01-01,2026-Q1,1,1,0
C-0133,2026-04-01,2026-Q2,1,1,0
C-0134,2025-07-01,2025-Q3,0,1,0
C-0134,2025-10-01,2025-Q4,1,1,0
C-0134,2026-01-01,2026-Q1,1,0,1
C-0134,2026-04-01,2026-Q2,0,1,0
C-0135,2025-07-01,2025-Q3,0,0,0
C-0135,2025-10-01,2025-Q4,0,1,0
C-0135,2026-01-01,2026-Q1,1,1,0
C-0135,2026-04-01,2026-Q2,1,1,0
C-0136,2025-07-01,2025-Q3,0,1,0
C-0136,2025-10-01,2025-Q4,1,0,1
C-0136,2026-01-01,2026-Q1,0,1,0
C-0136,2026-04-01,2026-Q2,1,1,0
C-0137,2025-07-01,2025-Q3,0,1,0
C-0137,2025-10-01,2025-Q4,1,1,0
C-0137,2026-01-01,2026-Q1,1,0,1
C-0137,2026-04-01,2026-Q2,0,0,0
C-0138,2025-07-01,2025-Q3,0,1,0
C-0138,2025-10-01,2025-Q4,1,1,0
C-0138,2026-01-01,2026-Q1,1,1,0
C-0138,2026-04-01,2026-Q2,1,1,0
C-0139,2025-07-01,2025-Q3,0,1,0
C-0139,2025-10-01,2025-Q4,1,1,0
C-0139,2026-01-01,2026-Q1,1,1,0
C-0139,2026-04-01,2026-Q2,1,1,0
C-0140,2025-07-01,2025-Q3,0,1,0
